File,URL,Time,Weather,Temperature,Humidity,Wind
Soupfile_18.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.40,Partly cloudy.,26ʡC,1006 mbar,22 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.40Monday 1 August,Passing clouds.,28ʡC,1004 mbar,17 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.40,Passing clouds.,28ʡC,1003 mbar,11 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.40,Passing clouds.,28ʡC,1003 mbar,19 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.40,Passing clouds.,28ʡC,1003 mbar,17 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.40,Passing clouds.,27ʡC,1003 mbar,15 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.40,Passing clouds.,27ʡC,1003 mbar,15 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.40,Scattered clouds.,28ʡC,1003 mbar,19 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.40,Scattered clouds.,28ʡC,1004 mbar,11 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.40,Scattered clouds.,29ʡC,1004 mbar,17 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.40,Scattered clouds.,30ʡC,1005 mbar,15 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.40,Scattered clouds.,30ʡC,1005 mbar,19 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.40,Scattered clouds.,31ʡC,1004 mbar,15 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.40,Scattered clouds.,31ʡC,1003 mbar,19 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.40,Scattered clouds.,32ʡC,1003 mbar,13 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.40,Broken clouds.,32ʡC,1002 mbar,15 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.40,Broken clouds.,32ʡC,1001 mbar,13 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.40,Partly sunny.,32ʡC,1001 mbar,15 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.40,Partly sunny.,32ʡC,1001 mbar,15 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.40,Passing clouds.,32ʡC,1002 mbar,9 km/h
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.40,Passing clouds.,31ʡC,1003 mbar,No wind
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.40,Passing clouds.,29ʡC,1004 mbar,No wind
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.40,Passing clouds.,29ʡC,1004 mbar,No wind
Soupfile_19.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.40,Passing clouds.,28ʡC,1004 mbar,No wind
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.40Thursday 1 September,Passing clouds.,29ʡC,1003 mbar,19 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.40,Passing clouds.,29ʡC,1002 mbar,15 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.40,Passing clouds.,29ʡC,1002 mbar,19 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.40,Passing clouds.,29ʡC,1001 mbar,17 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.40,Passing clouds.,28ʡC,1001 mbar,6 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.40,Passing clouds.,27ʡC,1002 mbar,11 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.40,Scattered clouds.,27ʡC,1003 mbar,9 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.40,Partly sunny.,28ʡC,1003 mbar,15 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.40,Clear.,30ʡC,1004 mbar,15 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.40,Clear.,31ʡC,1004 mbar,19 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.40,Scattered clouds.,33ʡC,1003 mbar,20 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.40,Scattered clouds.,33ʡC,1003 mbar,19 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.40,Scattered clouds.,33ʡC,1002 mbar,26 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.40,Scattered clouds.,34ʡC,1001 mbar,19 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.40,Scattered clouds.,34ʡC,1000 mbar,17 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.40,Scattered clouds.,33ʡC,1000 mbar,19 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.40,Broken clouds.,33ʡC,1000 mbar,17 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.40,Broken clouds.,33ʡC,1000 mbar,17 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.40,Partly cloudy.,31ʡC,1000 mbar,13 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.40,Partly cloudy.,31ʡC,1002 mbar,15 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.40,Partly cloudy.,29ʡC,1003 mbar,11 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.40,Partly cloudy.,29ʡC,1004 mbar,13 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.40,Partly cloudy.,28ʡC,1004 mbar,17 km/h
Soupfile_20.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.40,Passing clouds.,28ʡC,1004 mbar,11 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.40Saturday 1 October,Haze.,28ʡC,1008 mbar,7 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.40,Haze.,27ʡC,1008 mbar,7 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.40,Haze.,27ʡC,1007 mbar,11 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.40,Haze.,26ʡC,1007 mbar,9 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.40,Haze.,26ʡC,1007 mbar,7 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.40,Haze.,26ʡC,1007 mbar,7 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.40,Clear.,28ʡC,1009 mbar,6 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.40,Clear.,30ʡC,1009 mbar,9 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.40,Clear.,32ʡC,1009 mbar,9 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.40,Clear.,33ʡC,1009 mbar,7 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.40,Scattered clouds.,34ʡC,1008 mbar,7 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.40,Scattered clouds.,35ʡC,1007 mbar,11 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.40,Scattered clouds.,35ʡC,1005 mbar,7 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.40,Scattered clouds.,34ʡC,1005 mbar,19 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.40,Passing clouds.,33ʡC,1004 mbar,17 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.40,Passing clouds.,32ʡC,1005 mbar,15 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.40,Passing clouds.,31ʡC,1005 mbar,13 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.40,Passing clouds.,30ʡC,1006 mbar,11 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.40,Passing clouds.,29ʡC,1007 mbar,7 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.40,Passing clouds.,29ʡC,1008 mbar,7 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.40,Passing clouds.,29ʡC,1008 mbar,7 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.40,Passing clouds.,29ʡC,1008 mbar,7 km/h
Soupfile_21.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.40,Passing clouds.,28ʡC,1009 mbar,6 km/h
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.40Tuesday 1 November,Passing clouds.,25ʡC,1009 mbar,No wind
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.40,Partly cloudy.,25ʡC,1008 mbar,No wind
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.40,Light rain. Partly cloudy.,25ʡC,1008 mbar,No wind
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.40,Thunderstorms. Mostly cloudy.,25ʡC,1008 mbar,No wind
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.40,Thunderstorms. Mostly cloudy.,25ʡC,1009 mbar,No wind
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.40,Fog.,25ʡC,1009 mbar,No wind
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.40,Fog.,26ʡC,1010 mbar,6 km/h
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.40,Broken clouds.,28ʡC,1011 mbar,11 km/h
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.40,Broken clouds.,29ʡC,1011 mbar,9 km/h
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.40,Drizzle. Broken clouds.,28ʡC,1011 mbar,13 km/h
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.40,Strong thunderstorms. More clouds than sun.,24ʡC,1010 mbar,15 km/h
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.40,Drizzle. More clouds than sun.,26ʡC,1008 mbar,6 km/h
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.40,Drizzle. Broken clouds.,26ʡC,1008 mbar,No wind
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.40,Broken clouds.,25ʡC,1008 mbar,No wind
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.40,Broken clouds.,25ʡC,1008 mbar,No wind
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.40,Partly cloudy.,25ʡC,1009 mbar,No wind
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.40,Partly cloudy.,25ʡC,1009 mbar,No wind
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.40,Partly cloudy.,25ʡC,1010 mbar,No wind
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.40,Partly cloudy.,26ʡC,1010 mbar,7 km/h
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.40,Passing clouds.,25ʡC,1010 mbar,6 km/h
Soupfile_22.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.40,Passing clouds.,25ʡC,1009 mbar,No wind
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.40Thursday 1 December,Passing clouds.,25ʡC,1010 mbar,No wind
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.40,Passing clouds.,25ʡC,1009 mbar,No wind
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.40,Passing clouds.,25ʡC,1009 mbar,No wind
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.40,Fog.,25ʡC,1010 mbar,No wind
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.40,Fog.,25ʡC,1011 mbar,No wind
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.40,Fog.,25ʡC,1011 mbar,No wind
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.40,Scattered clouds.,28ʡC,1012 mbar,7 km/h
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.40,Scattered clouds.,30ʡC,1011 mbar,15 km/h
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.40,Scattered clouds.,30ʡC,1010 mbar,No wind
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.40,Scattered clouds.,30ʡC,1009 mbar,13 km/h
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.40,Scattered clouds.,30ʡC,1008 mbar,11 km/h
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.40,Scattered clouds.,30ʡC,1008 mbar,6 km/h
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.40,Passing clouds.,29ʡC,1008 mbar,13 km/h
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.40,Clear.,28ʡC,1008 mbar,15 km/h
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.40,Clear.,27ʡC,1009 mbar,11 km/h
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.40,Clear.,27ʡC,1009 mbar,11 km/h
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.40,Clear.,27ʡC,1010 mbar,13 km/h
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.40,Clear.,25ʡC,1011 mbar,6 km/h
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.40,Clear.,25ʡC,1011 mbar,7 km/h
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.40,Clear.,25ʡC,1011 mbar,6 km/h
Soupfile_23.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.40,Clear.,24ʡC,1011 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.10Sunday 1 January,Partly cloudy.,25ʡC,1013 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.40,Light rain. Partly cloudy.,25ʡC,1012 mbar,6 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.10,Light rain. Partly cloudy.,25ʡC,1012 mbar,6 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.40,Partly cloudy.,25ʡC,1011 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.10,Partly cloudy.,25ʡC,1011 mbar,4 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.40,Partly cloudy.,25ʡC,1011 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.10,Partly cloudy.,25ʡC,1011 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.40,Partly cloudy.,25ʡC,1011 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.10,Partly cloudy.,24ʡC,1011 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.40,Partly cloudy.,24ʡC,1011 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.10,Fog.,24ʡC,1011 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.40,Fog.,24ʡC,1011 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.40,Fog.,24ʡC,1012 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.10,Fog.,24ʡC,1012 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.40,Fog.,24ʡC,1013 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.40,Drizzle. More clouds than sun.,24ʡC,1014 mbar,13 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.40,Drizzle. More clouds than sun.,26ʡC,1014 mbar,6 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.10,More clouds than sun.,26ʡC,1013 mbar,6 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.10,Broken clouds.,27ʡC,1012 mbar,6 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.40,Broken clouds.,27ʡC,1011 mbar,6 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.40,Broken clouds.,27ʡC,1010 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.10,Broken clouds.,28ʡC,1010 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.40,Scattered clouds.,29ʡC,1009 mbar,9 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.10,Scattered clouds.,29ʡC,1009 mbar,13 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.40,Scattered clouds.,29ʡC,1009 mbar,7 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.10,Scattered clouds.,29ʡC,1009 mbar,9 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.40,Scattered clouds.,29ʡC,1010 mbar,13 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.40,Scattered clouds.,27ʡC,1010 mbar,11 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.10,Passing clouds.,27ʡC,1010 mbar,9 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.10,Passing clouds.,26ʡC,1011 mbar,13 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.40,Passing clouds.,26ʡC,1011 mbar,11 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.10,Passing clouds.,26ʡC,1011 mbar,9 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.40,Passing clouds.,25ʡC,1012 mbar,7 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.10,Passing clouds.,25ʡC,1012 mbar,7 km/h
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.40,Passing clouds.,25ʡC,1012 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.10,Passing clouds.,25ʡC,1012 mbar,No wind
Soupfile_24.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.10,Passing clouds.,25ʡC,1012 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.10Wednesday 1 February,Passing clouds.,23ʡC,1015 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.40,Passing clouds.,22ʡC,1014 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.10,Passing clouds.,22ʡC,1014 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.40,Passing clouds.,22ʡC,1014 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.10,Passing clouds.,22ʡC,1013 mbar,4 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,02.40,Passing clouds.,22ʡC,1013 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.10,Haze.,22ʡC,1013 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,03.40,Fog.,21ʡC,1013 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.10,Fog.,21ʡC,1013 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,04.40,Fog.,21ʡC,1013 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.10,Fog.,21ʡC,1013 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,05.40,Fog.,21ʡC,1013 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.10,Fog.,21ʡC,1013 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,06.40,Fog.,21ʡC,1013 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,07.10,Fog.,21ʡC,1014 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.10,Fog.,22ʡC,1014 mbar,4 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,08.40,Fog.,23ʡC,1015 mbar,7 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,09.40,Scattered clouds.,26ʡC,1015 mbar,13 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,10.10,Scattered clouds.,27ʡC,1015 mbar,17 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,11.10,Scattered clouds.,27ʡC,1015 mbar,19 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.10,Scattered clouds.,29ʡC,1014 mbar,20 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,12.40,Scattered clouds.,29ʡC,1013 mbar,24 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.10,Scattered clouds.,29ʡC,1013 mbar,24 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,13.40,Scattered clouds.,29ʡC,1013 mbar,22 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.10,Scattered clouds.,29ʡC,1012 mbar,22 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,14.40,Scattered clouds.,29ʡC,1012 mbar,22 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.10,Scattered clouds.,29ʡC,1011 mbar,19 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,15.40,Scattered clouds.,28ʡC,1011 mbar,19 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.10,Scattered clouds.,28ʡC,1012 mbar,19 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,16.40,Scattered clouds.,27ʡC,1012 mbar,24 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.10,Scattered clouds.,27ʡC,1012 mbar,19 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,17.40,Scattered clouds.,26ʡC,1012 mbar,19 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.10,Passing clouds.,26ʡC,1012 mbar,15 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,18.40,Passing clouds.,26ʡC,1012 mbar,11 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.10,Passing clouds.,26ʡC,1013 mbar,13 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,19.40,Passing clouds.,25ʡC,1013 mbar,15 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.10,Passing clouds.,25ʡC,1014 mbar,15 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,20.40,Passing clouds.,25ʡC,1014 mbar,6 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.10,Passing clouds.,25ʡC,1014 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,21.40,Passing clouds.,24ʡC,1015 mbar,6 km/h
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.10,Passing clouds.,24ʡC,1015 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,22.40,Passing clouds.,24ʡC,1015 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.10,Passing clouds.,24ʡC,1015 mbar,No wind
Soupfile_25.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,23.40,Passing clouds.,23ʡC,1014 mbar,No wind
Soupfile_26.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.10Thursday 1 March,Clear.,27ʡC,1007 mbar,11 km/h
Soupfile_26.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,00.40,Clear.,27ʡC,1007 mbar,13 km/h
Soupfile_26.txt,https://www.timeanddate.com/weather/india/chennai/historic?month=&year=,01.10,Clear.,27ʡC,1007 mbar,6 km/h
